Startup_Name,Industry,Business_Model,Target_Market_Size,Budget_INR,Employees_Count,Founder_Experience_Years,Project_Description,Success_Probability,Success_Status,Financial_Risk,Market_Risk,Technical_Risk,Business_Risk,Regulatory_Risk,Overall_Risk_Score
EdenCraft,Media,SaaS,Medium,1465822,7,8,An AI-driven SaaS media production solution for medium content creators.,40.839662743923235,1.0,73.8964404055266,61.529108382525145,9.08596594452814,33.76714971544027,14.149934303611902,38.47757611813299
CrystalMinds32,Media,Marketplace,Small,4029531,38,7,A digital Marketplace platform serving small media companies.,35.51672591780225,1.0,78.2392388604705,75.96245082676556,3.094740600878686,38.30062022961347,20.399450852302557,43.884006643033416
Digital Hive,CleanTech,B2C,Large,3713270,22,2,A B2C cleantech platform providing large sustainable solutions.,36.266596413691694,0.0,85.62549735848135,39.796214964999926,16.294510563495628,53.514069107904795,0.0,41.23564268155623
Signal-Hex,E-commerce,SaaS,Medium,12940810,31,21,An AI-driven SaaS shopping solution for medium retail experiences.,93.52041690452835,1.0,44.58639651228116,43.423240433406825,2.7677209843003654,22.267250632327915,5.8006267136229575,29.98233059173176
WildernessAurora40,Healthcare,B2C,Medium,10989231,110,6,A B2C healthcare platform providing medium healthcare solutions.,46.796110004784026,0.0,100.0,52.17862553885597,0.0,47.36536783020225,30.196683465454765,50.840627409760245
OpalJupiter4,AI/ML,Marketplace,Large,16562211,140,4,An AI-powered Marketplace machine learning solution for large data analysis.,41.007920307888185,1.0,89.89219863430519,47.35626260535228,18.744029826063226,43.423695916857774,19.15070465185606,44.444762140270775
JupiterPolaris,Agriculture,B2B,Small,3764967,11,4,A B2B agtech platform providing small farming solutions.,53.2207606245105,1.0,63.06128876618623,51.956642653200916,17.19809998224319,31.07599158799154,9.139907384475192,32.29247605618887
Harmony-Nexus,FinTech,Subscription,Medium,21435601,120,8,A blockchain-based Subscription platform targeting medium financial services.,29.795344865439546,1.0,68.31979500985929,59.205871966197435,0.0,25.302395051757905,15.108714607478076,36.82058301911054
SapphireKinetic47,Logistics,B2B,Large,6348717,20,3,A B2B logistics platform optimizing large supply chain operations.,60.776994879197574,0.0,60.28563367619462,33.02024256077719,7.85874033681181,34.687705737418696,15.082613156759127,29.89072403683251
Apex Cipher,Healthcare,B2B,Large,6554456,74,4,A digital healthcare B2B platform improving patient outcomes for large practices.,53.29338980180761,1.0,81.22179202500203,54.42669725289366,2.3151487348970488,43.081058813127655,34.53964543512769,47.36559320535009
Terra Zephyr,Travel,Marketplace,Medium,4220816,66,24,A personalized Marketplace platform serving medium tourism businesses.,39.22121694284537,0.0,66.97987059949554,65.29430960056482,0.0,19.615412065988977,20.083750218030296,33.628385629540844
Nimbus-Solutions,EdTech,SaaS,Small,4587603,55,9,An SaaS educational technology platform for small learning institutions.,59.07741937550658,0.0,74.0686638230609,65.03257315729523,5.279654825997138,29.19722594420587,22.48219298377263,39.035162946888
Vital-Cascade,AI/ML,Marketplace,Large,13643733,178,5,A Marketplace AI/ML platform offering large analytics solutions.,56.35306483908774,1.0,86.34562082054246,34.46390419796411,7.385639984492251,45.06645822594926,33.115583804211084,42.463593058555794
Surge-Nova,E-commerce,B2B,Medium,5367439,32,3,A B2B e-commerce platform serving medium consumer markets.,30.60421954925595,0.0,73.91347221362498,47.78155053582373,0.0,37.65524681725591,7.69822238435131,37.40976231709877
Emerald-Aurora,SaaS,B2B,Small,4460591,46,13,A B2B SaaS platform providing small software solutions.,74.69604273278429,1.0,76.4396060460897,53.77618627270186,2.103797365606399,37.99734602690729,13.18225852368763,45.44927987035498
Zero Titan,SaaS,SaaS,Medium,8381786,66,7,A cloud-based SaaS platform serving medium organizations.,56.96219043858689,1.0,76.89707786423656,24.959275318350187,3.9634350187475316,36.21266559004488,15.354042206225872,40.254969181583924
Noble Vela,FinTech,Subscription,Large,7744782,66,13,An AI-powered Subscription fintech solution for large financial operations.,78.05098941385828,0.0,89.80405216041422,36.38074074561987,12.932820714858433,27.494084711170387,26.55688294230745,42.28564950739374
Shield Prism,Media,SaaS,Small,4840379,61,2,A SaaS media platform providing small content solutions.,19.209381970189725,0.0,78.40038183293602,63.04222671544573,16.249857414285813,34.4135235707791,8.185510999550266,35.7384906704921
EtherealEquinox,Cybersecurity,B2B2C,Large,6140125,88,2,A B2B2C cybersecurity platform protecting large digital assets.,14.273337106647592,0.0,90.15110392397497,41.995451214155736,23.222298826383152,55.76347130872497,25.175228935183696,52.14498610233415
Cogni Dynamics,Travel,Subscription,Medium,1017797,6,4,A personalized Subscription platform serving medium tourism businesses.,47.01717266129376,1.0,90.2309797479381,51.567979262893466,14.778934210899692,47.519079063874415,3.9103419344635633,48.1557873559777
SolarSoma,Manufacturing,B2C,Medium,3106577,11,3,A data-driven B2C platform serving medium manufacturing sectors.,16.485525310346183,0.0,92.75809802324406,68.58319812172978,4.7016699891180656,35.79251926668411,28.014003591460103,59.77863591963112
Fathom-Systems,SaaS,B2B2C,Large,2138835,15,4,A cloud-based B2B2C platform serving large organizations.,38.020891793572815,0.0,87.6449631456998,25.212789011300366,12.587080388264006,48.29162601185256,14.456611323045877,46.365517826734525
KaleidoscopeNexus,Travel,B2B2C,Large,4353242,30,6,A B2B2C travel platform providing large travel solutions.,40.20426550183656,0.0,82.62215897182699,42.89957022355185,14.316591691495397,52.788138843682766,10.946040844316276,43.43233355330472
Venus-Kinetic,Healthcare,B2C,Medium,2937277,26,19,An innovative healthcare B2C solution targeting medium medical facilities.,62.015500082020985,0.0,77.22417870401124,71.77523735206759,0.0,25.517542516610927,37.30510768384861,39.00862335992163
Vertex-Nexus,FinTech,SaaS,Small,3951952,47,3,An AI-powered SaaS fintech solution for small financial operations.,33.27965227411137,1.0,83.93037662560107,65.69427890539822,25.721167398589806,37.409862126112984,17.972644182001098,53.107699220306344
Zen Flow,Healthcare,B2B2C,Large,7971527,24,1,An innovative healthcare B2B2C solution targeting large medical facilities.,25.023368074207106,0.0,75.6415540066468,36.94254515530344,19.196294191194028,55.15830757167302,38.976249293321374,46.97541934781778
Swan Quantum,E-commerce,B2C,Large,19863204,112,4,A B2C e-commerce platform serving large consumer markets.,52.676065274462225,0.0,73.00207856162884,36.18369422794399,0.0,39.94985386814463,6.153635421038349,32.72916414218199
Velvet Ignite,E-commerce,B2C,Medium,3018450,14,6,A mobile-first B2C commerce platform targeting medium online shoppers.,41.85020347225417,0.0,87.55899133611732,54.32695071682368,0.0,24.997022084312576,18.948869128520922,41.559460387704064
Vibrant-Works,EdTech,B2B,Medium,5855496,85,2,An interactive B2B education platform serving medium academic programs.,26.061989708548744,0.0,89.20014049133646,49.51870566947787,7.985020410029048,36.323949334996215,15.285748967787297,45.381391396769615
RedwoodHive,CleanTech,Marketplace,Large,8842225,63,5,An innovative Marketplace clean technology solution for large environmental needs.,57.924806839908854,1.0,91.49425363272107,36.12493508649589,3.326892481296845,41.5091067143134,33.48357623810951,51.04157085435183
Envision-Hex,E-commerce,B2B,Large,21138767,130,12,An AI-driven B2B shopping solution for large retail experiences.,73.61700614118926,1.0,63.159150056241465,30.136837173638227,0.0,36.793732890758164,6.927636138353101,36.769293416517336
PurityTitan,EdTech,B2B,Large,9556582,99,5,An B2B educational technology platform for large learning institutions.,41.69247482921838,0.0,89.90359783578448,35.46447940282822,18.663987683542967,35.608667582006625,15.332906672189354,41.693085538024036
Xenon-Titan,SaaS,Marketplace,Medium,17557975,104,8,A cloud-based Marketplace platform serving medium organizations.,83.23669687615457,1.0,72.59709907885214,50.206533462316536,2.1039905534973897,33.52579493216942,20.49672848720592,36.98424423929454
Titan Terra,FinTech,Marketplace,Medium,19137743,151,4,A blockchain-based Marketplace platform targeting medium financial services.,18.19145133370311,0.0,100.0,74.21447461991359,27.885471179132026,55.11889757340358,29.620694625562738,64.30185981328142
Unity-Terra,CleanTech,SaaS,Medium,2951556,56,15,An innovative SaaS clean technology solution for medium environmental needs.,30.412284388140783,1.0,78.05244777004833,41.0732491564425,0.23523936011087843,24.82690374712006,23.397588763886912,36.640477566671585
Dynamo Shift,Healthcare,B2B2C,Medium,13406440,261,1,A B2B2C healthcare platform providing medium healthcare solutions.,46.169778659904566,0.0,95.39980501555357,56.0498073874163,6.4321478568072905,47.75860915225962,25.651085451608047,47.32561193831223
XploreZen,Retail,SaaS,Medium,5839750,37,2,A SaaS retail platform providing medium shopping solutions.,31.20552787612382,0.0,85.405000861943,56.457235239688316,15.068198492851144,36.33812316938155,14.55767807733691,48.751353542624
RippleTitan17,Cybersecurity,Subscription,Medium,3719939,26,10,A Subscription cybersecurity platform protecting medium digital assets.,44.00499067278715,1.0,91.029397606075,48.8721112695664,13.145365236304968,37.84579180987032,23.044521946159474,48.87079843088725
Helix Cipher,FinTech,SaaS,Small,5479965,31,2,A blockchain-based SaaS platform targeting small financial services.,20.157800547046655,0.0,82.4847657801929,71.11348160793972,19.80654220580943,35.04239316854486,26.195507103300205,50.25140152958002
RadiantOrion62,Healthcare,Marketplace,Medium,6719823,20,5,A digital healthcare Marketplace platform improving patient outcomes for medium practices.,46.11260965926172,1.0,85.67445918109888,65.29499972556049,13.216627821084863,40.42434482699812,29.91962120057608,51.00269845612829
VibrantWave64,CleanTech,B2C,Large,8058681,107,4,A green B2C platform serving large sustainability initiatives.,39.64501657582518,0.0,83.01082751590441,38.535668887024414,3.918362560301709,36.717771254058626,22.841462785036015,44.47279961161135
RippleHex,AI/ML,Subscription,Large,8759215,234,3,A predictive Subscription AI platform serving large businesses.,17.494832509342146,1.0,91.60114204758281,32.46336667351259,4.6288582886890595,41.52909448313986,28.87585702340619,43.363299900009395
LuminaFlow6,AI/ML,B2C,Medium,7583789,48,8,A predictive B2C AI platform serving medium businesses.,21.368070346480582,1.0,79.28298908680725,52.62913803729158,0.0,35.81232116769593,14.881752883877386,37.09860034813819
MeridianLumen75,Cybersecurity,B2B,Small,3462892,17,5,An AI-driven B2B security solution for small organizations.,30.21541120485827,1.0,74.49290000579032,63.935100236467015,24.15758765608193,42.4923329473404,11.38128084911652,43.668390668882836
PhoenixLunar,Healthcare,B2C,Medium,9338688,64,2,A B2C healthcare platform providing medium healthcare solutions.,27.646608509702503,1.0,86.90349613553148,64.70693913116713,21.929693059317255,34.41908429435578,31.799662516562115,54.349929476456
EagleJupiter74,E-commerce,B2B,Large,4825534,39,3,An AI-driven B2B shopping solution for large retail experiences.,32.17381177348588,1.0,85.0233744775486,31.47547767292115,0.0,36.031146819393555,19.11967296011823,39.429297432093186
ShadowMosaic,Healthcare,Subscription,Medium,11031289,49,7,An innovative healthcare Subscription solution targeting medium medical facilities.,55.18753688411031,0.0,79.87182956465549,53.39733141652123,14.940804504129286,33.149970694795904,31.71667010294556,46.8679056562238
SierraCeleste92,Manufacturing,Marketplace,Large,2306129,14,5,A data-driven Marketplace platform serving large manufacturing sectors.,33.39000003961686,0.0,98.0965740276372,46.74607308043266,21.03559956054895,50.84764666393233,36.29828521794487,54.2386599228689
EnvisionCraft8,SaaS,Marketplace,Medium,9079215,119,10,A cloud-based Marketplace platform serving medium organizations.,47.25886048446426,1.0,86.7562539086349,44.86485614392119,0.0,37.180583448735334,11.056245547447915,37.66561019701318
VelvetHarbor81,E-commerce,Marketplace,Medium,5823204,49,8,A Marketplace e-commerce platform serving medium consumer markets.,67.62146059838594,0.0,69.95199394768534,60.31979414438442,0.0,46.09110201000425,19.996789085585913,42.431971687674775
Crystal Meridian,Healthcare,B2B2C,Large,4209160,62,3,A digital healthcare B2B2C platform improving patient outcomes for large practices.,38.72430430213567,1.0,100.0,40.977998192894574,8.431220204024534,47.73283965479932,29.63015508727541,54.982263112810955
Lynx Titan,E-commerce,B2B,Small,2792509,26,11,A mobile-first B2B commerce platform targeting small online shoppers.,17.84936978491833,0.0,70.06391448102481,66.6299833807058,7.543419111883439,30.53468962106555,11.372488132011208,41.24035504575505
ShieldNest43,E-commerce,Marketplace,Medium,3422737,15,25,A mobile-first Marketplace commerce platform targeting medium online shoppers.,72.19717187069811,1.0,82.3514590370184,71.2548901085074,0.0,7.509474134356102,13.074354557684854,37.54773065023198
Quantum Apex,AI/ML,SaaS,Medium,9234356,54,1,A SaaS AI/ML platform offering medium analytics solutions.,21.890043002074908,0.0,83.61208931047544,28.30705925478643,36.915273719472836,35.988710187273874,8.044422709032652,48.27171887404299
WildernessPulse54,AI/ML,B2C,Small,10799350,97,5,An AI-powered B2C machine learning solution for small data analysis.,46.46518779730771,1.0,90.66323268117611,53.05232988308432,3.5230124770490763,46.89834518234346,4.7078308351760345,43.77474183165603
VanguardPolaris36,Manufacturing,SaaS,Medium,5178143,23,9,A data-driven SaaS platform serving medium manufacturing sectors.,29.51624103268353,0.0,71.77888985498254,52.86655220423912,10.703981629654416,34.53051818538348,18.516271651192476,40.07578334882433
ZephyrStellar78,Logistics,B2B,Medium,6188817,26,4,A real-time B2B tracking platform serving medium logistics providers.,18.628505024411005,0.0,79.46078030224345,42.7537823946787,3.3529351825380243,38.31992720644928,19.19662706428492,37.15108597180584
Era-Nova,Healthcare,B2B,Large,6308597,27,3,An innovative healthcare B2B solution targeting large medical facilities.,33.20229555844453,0.0,78.93194432812622,15.149770068191728,16.58057641966586,33.986436222335456,28.078102056902846,39.0637709392668
Pandora Celeste,AI/ML,B2B,Large,25400593,262,7,A B2B AI/ML platform offering large analytics solutions.,71.99821757563365,0.0,86.08879099137322,17.179272128589865,0.0,25.814073681828063,13.792015557444435,29.322962261384127
PegasusMosaic88,Cybersecurity,B2C,Large,5703863,37,8,A B2C cybersecurity platform protecting large digital assets.,36.54344900846081,0.0,87.54655587382571,36.47671859275169,22.413318141542803,45.697327656504555,19.45357356608072,52.20513847918075
PolarisWave76,SaaS,SaaS,Medium,10041162,144,2,An enterprise SaaS SaaS solution targeting medium business operations.,58.3090228200835,1.0,86.33966219134534,27.46350447798732,16.669316277888093,37.58203926660879,13.218890397731348,37.462677778701924
Zen-Works,Cybersecurity,SaaS,Medium,7742423,38,5,An AI-driven SaaS security solution for medium organizations.,68.48070046866066,1.0,83.95820341242545,45.73667464718696,34.065619391105564,34.29937076311493,16.90663340686846,46.08668150885623
Prism-Labs,Logistics,B2C,Medium,5817945,13,2,A real-time B2C tracking platform serving medium logistics providers.,32.7070123550683,1.0,63.159497918039314,49.88390754254107,8.481114877771773,36.87817122919809,31.46324732244498,40.743183389785784
VirtueOrbit,SaaS,Marketplace,Medium,6845414,50,10,A cloud-based Marketplace platform serving medium organizations.,53.6898224824616,0.0,98.76946075190014,60.862595794248094,17.580957782962397,30.472272650532762,18.454973751967948,50.411062928065725
TundraVault49,Agriculture,SaaS,Medium,4526157,82,5,A data-driven SaaS platform serving medium agricultural businesses.,31.915922540731376,0.0,70.35202055284817,46.354213481887086,0.6456629081773224,38.184686607155164,10.590875266717884,44.53080704451489
Vanguard Helios,Healthcare,B2B,Large,10834442,87,7,A B2B healthcare platform providing large healthcare solutions.,60.98548087770622,0.0,91.87259986354478,37.957371771091104,15.996828531168546,25.50626007974721,17.956168881223697,40.68079409376783
Vortex-Terra,Healthcare,B2B,Small,19570345,78,13,A B2B healthcare platform providing small healthcare solutions.,69.06900012222557,1.0,62.033300579856174,52.71647820265551,0.0,31.712536105236513,19.60413615235037,33.44653132006316
SpireGalaxy78,Healthcare,Subscription,Large,5134990,18,4,An innovative healthcare Subscription solution targeting large medical facilities.,59.040032970149056,0.0,88.51945697808554,43.02096831552079,12.133144108610027,41.00815115784564,28.089006821117938,44.979988788738936
TundraNest85,AI/ML,Marketplace,Small,2907946,41,12,A predictive Marketplace AI platform serving small businesses.,45.14831848935276,1.0,89.25284954488271,54.732509859587616,25.560453750415594,29.09930492241611,35.03073707592403,50.67305391722179
MatrixJupiter,E-commerce,Subscription,Medium,3062552,16,12,A Subscription e-commerce platform serving medium consumer markets.,36.45748067372403,1.0,87.62182256245686,48.364969008022356,5.408159440118831,25.272802156310036,16.611968421495288,40.69421335846408
IrisJupiter,Logistics,B2C,Medium,9067144,155,2,An AI-powered B2C logistics solution for medium delivery networks.,39.057776928849364,0.0,81.49894340167388,60.89706786855669,0.0,51.723604009324795,15.733283121365032,49.90648450722974
Lynx-Flow,Travel,SaaS,Medium,3329709,36,1,A personalized SaaS platform serving medium tourism businesses.,13.496383222938048,0.0,79.41008031655802,48.59730068104137,16.144058794296935,41.28284965686072,10.810933452729266,50.714319172615035
SovereignSpark,EdTech,B2B,Small,6161753,33,8,An B2B educational technology platform for small learning institutions.,34.66608587135262,1.0,69.51365463661404,67.75364068610396,21.467977090236275,33.8742774984776,15.82821627892138,44.80200668782323
Gravitas Celeste,Agriculture,B2C,Large,1811292,22,2,An IoT-based B2C agricultural solution for large farm operations.,22.486715424148233,0.0,88.06790394974718,36.91269181443911,10.162705165410184,39.073752561500434,28.505959077996813,48.71973641538751
PenumbraQuantum,Cybersecurity,B2B2C,Large,8678181,43,19,A B2B2C cybersecurity platform protecting large digital assets.,76.67399213829275,1.0,72.90126591220626,36.10392135359867,0.0,18.113214551969804,51.58115767871938,39.22284651139103
CatalystPhoton,EdTech,B2C,Large,2716871,10,4,An interactive B2C education platform serving large academic programs.,37.83784675087669,0.0,80.5290786820166,47.78865486872587,9.199935527570045,39.73986383727956,14.373304420572824,43.4171753459277
Core Soma,Healthcare,B2B,Medium,5797853,29,8,A digital healthcare B2B platform improving patient outcomes for medium practices.,45.66560934780582,0.0,79.29528656275825,58.013261878796904,18.774586865219913,33.094646720334666,32.27634551237673,50.01685215329701
EdenTitan,EdTech,B2C,Large,4040997,46,12,A personalized B2C learning solution targeting large students and educators.,32.312339148957086,0.0,73.5265244434893,49.75341840967417,0.9736084798008862,31.3574282999478,12.772667322080405,35.56020639433241
ApexHive37,FinTech,B2B,Large,12440838,174,12,An AI-powered B2B fintech solution for large financial operations.,69.65890705398,1.0,81.34554830369237,42.17217457231141,3.8057585807347856,38.68782247919872,27.29738097369274,44.23634563356586
Cyber Works,Travel,SaaS,Medium,4945472,31,5,An AI-powered SaaS travel booking solution for medium travelers.,16.58827953544241,0.0,68.60497936816442,35.63669472249423,18.576201897350767,35.97896923454841,13.64659203129459,46.151305182962446
Shadow Titan,CleanTech,B2B2C,Large,7632484,23,12,A green B2B2C platform serving large sustainability initiatives.,58.62005071611596,1.0,62.45733795899017,29.77480856183607,13.249996603810215,24.441394853417773,26.882095797757675,26.585633822973207
GravitasMinds,AI/ML,B2B,Medium,3057455,11,5,A B2B AI/ML platform offering medium analytics solutions.,39.046814378921866,1.0,77.92888512978219,40.73036227056717,7.878912695351061,35.85272476199617,9.142244767924716,43.53156383245307
NeuralInfinity87,Manufacturing,B2B,Medium,4338350,19,9,An IoT-based B2B manufacturing solution for medium factories.,34.996925562658845,0.0,83.23399676386562,56.85806703976781,7.856357613225149,28.840110704851625,31.95340406270918,41.682497749170494
EclipseUmbra,CleanTech,B2B,Medium,5203043,21,9,A green B2B platform serving medium sustainability initiatives.,19.348621172044265,0.0,57.961117397941955,38.27670833234684,27.855864543777876,31.749111476922888,23.0369922557103,37.25363785453853
Wilderness Galaxy,FinTech,Marketplace,Medium,2813617,25,4,A Marketplace financial technology platform serving medium financial institutions.,6.855711818087489,1.0,100.0,57.37096256576051,21.38348632880577,41.348734805282156,42.65274730235067,56.21065182348401
VitalTerra,Manufacturing,B2B,Small,4401692,92,4,A data-driven B2B platform serving small manufacturing sectors.,13.942423686340986,0.0,93.93726901940965,63.42045882017578,17.889816937802994,48.3541289096286,18.671260278778988,48.80342665240915
SierraIgnite78,SaaS,SaaS,Medium,6063441,71,9,An enterprise SaaS SaaS solution targeting medium business operations.,84.0373035696927,0.0,77.81349572278238,35.69533169196036,27.203724182365647,25.35523790926632,36.18233168150341,40.323718574087195
SparkVertex37,CleanTech,B2B,Large,7736086,34,10,A green B2B platform serving large sustainability initiatives.,92.73071912904248,1.0,51.07013087247276,23.358309274078856,4.1076268490114165,32.597414372927496,35.50174013135929,28.42286465634582
Vivacity-Quantum,Manufacturing,B2B,Large,4589438,25,2,A B2B manufacturing platform optimizing large production operations.,52.03111777597733,1.0,84.88057389679078,36.425074746880576,23.44209064918911,38.175101279561176,22.90816111230235,43.02268259767027
